,patch_id,star_id_b,star_id_r,magnitude_b,magnitude_r,asc_d,asc_m,asc_s,dec_d,dec_m,dec_s,period,frequency,num_points_good_b,num_points_good_r,asym_b,asym_r,log_p_not_variable,sigma_flux_b,sigma_flux_r,type,quality,div_period
190_9709,190.0,9709.0,10647.0,18.9152,18.4957,5.0,36.0,4.94,-70.0,4.0,59.74,1.33968,0.746447,124.0,120.0,1.48,1.26415,-1.5530000000000002,46.2029,64.9276,3.0,1.0,3.0
103_3523,103.0,3523.0,3985.0,19.3443,18.4546,5.0,42.0,22.03,-69.0,22.0,17.95,1.2255200000000002,0.81598,124.0,120.0,2.26316,1.14286,-4.74547,33.227,65.9992,3.0,2.0,2.0
155_3067,155.0,3067.0,3056.0,19.667,19.1959,5.0,37.0,30.41,-68.0,38.0,13.01,2.57466,0.388401,123.0,120.0,2.32432,1.26415,-6.6673100000000005,24.6249,35.0605,3.0,2.0,5.0
215_9854,215.0,9854.0,10933.0,19.8555,18.4147,5.0,33.0,13.17,-69.0,31.0,33.97,3.14045,0.31842600000000004,122.0,124.0,1.0,3.96,-1.94972,18.3153,81.5545,3.0,1.0,7.0
368_10093,368.0,10093.0,9487.0,19.0237,18.5386,5.0,20.0,5.32,-66.0,40.0,26.62,1.1775799999999998,0.8491989999999999,123.0,124.0,1.27778,0.968254,-3.61441,40.8612,60.2597,3.0,1.0,6.0
571_11458,571.0,11458.0,11220.0,19.2455,18.8938,5.0,5.0,34.07,-67.0,56.0,24.65,3.35091,0.298426,117.0,120.0,2.44118,1.0339,-7.53213,37.3413,43.8732,3.0,2.0,6.0
194_3031,194.0,3031.0,9329.0,17.3464,16.8988,5.0,36.0,58.6,-70.0,46.0,7.84,2.11803,0.472137,124.0,124.0,5.2,2.26316,-13.2363,234.535,304.351,2.0,2.0,2.0
673_1866,673.0,1866.0,1966.0,18.1944,18.301,5.0,0.0,32.83,-65.0,53.0,29.17,1.46671,0.6817979999999999,82.0,89.0,0.413793,0.561404,0.334084,79.0441,74.0791,1.0,0.0,3.0
48_7842,48.0,7842.0,8022.0,19.5354,18.7199,5.0,47.0,5.07,-69.0,38.0,10.64,1.10125,0.908059,123.0,122.0,1.86047,0.967742,-5.42045,26.6248,51.6194,3.0,2.0,2.0
77_7302,77.0,7302.0,7424.0,19.3862,18.859,5.0,45.0,39.2,-69.0,49.0,46.32,0.522346,1.91444,123.0,122.0,2.72727,1.65217,-9.34389,33.8082,47.8646,3.0,2.0,1.0
568_7648,568.0,7648.0,7251.0,18.6645,18.451,5.0,7.0,9.07,-67.0,23.0,56.0,2.97096,0.336592,118.0,120.0,1.45833,0.6,-2.91664,55.7018,63.895,3.0,1.0,5.0
661_825,661.0,825.0,853.0,16.7649,16.0442,5.0,0.0,6.92,-68.0,58.0,2.26,3.39974,0.29414,112.0,114.0,1.73171,1.03571,-3.1427,332.027,605.914,3.0,1.0,5.0
390_3465,390.0,3465.0,3463.0,15.9875,15.3829,5.0,20.0,30.63,-70.0,45.0,29.42,10.378,0.0963577,123.0,120.0,2.0,1.66667,-0.402642,680.4760000000001,1159.67,2.0,0.0,4.0
571_6828,571.0,6828.0,6578.0,19.4565,18.9938,5.0,7.0,8.07,-67.0,56.0,12.1,0.525726,1.90213,118.0,119.0,2.80645,2.5,-8.22137,33.578,44.8099,3.0,2.0,1.0
739_5202,739.0,5202.0,4773.0,19.3463,18.5117,4.0,53.0,39.41,-67.0,43.0,59.97,3.34531,0.298926,115.0,114.0,1.61364,1.47826,-0.128658,29.9799,64.0509,3.0,0.0,6.0
354_1183,354.0,1183.0,1319.0,17.383,16.6694,5.0,23.0,31.23,-69.0,13.0,7.18,0.734731,1.36104,123.0,118.0,1.61702,0.7611939999999999,-0.337727,183.341,339.869,3.0,0.0,2.0
498_8374,498.0,8374.0,8672.0,18.7557,17.6656,5.0,11.0,57.48,-70.0,1.0,37.22,3.14751,0.317711,119.0,119.0,3.10345,1.58696,-5.18087,58.5295,142.29,3.0,2.0,6.0
278_2232,278.0,2232.0,2220.0,19.7575,19.2622,5.0,30.0,18.02,-70.0,46.0,17.57,1.19832,0.8345020000000001,121.0,122.0,2.78125,1.44,-9.61944,26.7043,32.6272,3.0,2.0,2.0
65_3270,65.0,3270.0,3336.0,18.8345,18.3796,5.0,42.0,35.93,-67.0,23.0,30.08,0.477972,2.09217,122.0,122.0,1.90476,0.694444,-6.30646,51.372,70.2935,3.0,2.0,1.0
386_11552,386.0,11552.0,12389.0,18.9791,18.2704,5.0,19.0,37.12,-70.0,4.0,15.0,5.1119900000000005,0.195619,123.0,120.0,2.61765,1.30769,-3.14843,45.2323,79.3888,3.0,1.0,8.0
279_2713,279.0,2713.0,2658.0,19.8774,19.1336,5.0,30.0,5.75,-70.0,55.0,25.84,1.6623,0.601576,123.0,123.0,2.41667,1.08475,-4.58392,20.6902,36.0336,3.0,2.0,3.0
259_1689,259.0,1689.0,1666.0,19.6434,18.5556,5.0,29.0,6.52,-67.0,5.0,1.44,0.990428,1.00966,123.0,116.0,0.268041,1.14815,-0.905002,19.3342,60.5159,1.0,0.0,1.0
243_727,243.0,727.0,702.0,18.3569,17.2267,5.0,32.0,25.04,-69.0,21.0,18.88,2.42988,0.4115430000000001,101.0,99.0,2.06061,1.30233,-0.316693,77.0186,207.631,3.0,1.0,2.0
216_7634,216.0,7634.0,8240.0,19.3811,18.5373,5.0,34.0,20.72,-69.0,38.0,31.57,0.487835,2.04987,123.0,122.0,2.72727,0.794118,-6.75663,34.0079,58.9603,3.0,2.0,1.0
298_623,298.0,623.0,668.0,15.1153,14.997,5.0,28.0,3.28,-69.0,15.0,31.34,10.0526,0.0994768,123.0,125.0,1.08475,0.8939389999999999,-6.44157,1452.42,1585.24,2.0,1.0,5.0
25_8692,25.0,8692.0,8834.0,19.0684,18.8454,5.0,50.0,31.36,-70.0,30.0,20.16,2.19507,0.455566,117.0,109.0,0.983051,1.27083,-2.27852,37.8691,47.5524,3.0,2.0,6.0
556_4321,556.0,4321.0,4321.0,19.4671,18.8745,5.0,6.0,23.25,-70.0,22.0,7.85,3.85147,0.259641,119.0,120.0,1.53191,0.818182,-2.57692,27.8133,43.9735,3.0,2.0,7.0
591_8687,591.0,8687.0,8076.0,19.3476,18.8874,5.0,5.0,18.79,-66.0,23.0,59.58,1.09771,0.910987,118.0,120.0,2.10526,0.714286,-6.01743,30.8138,43.7265,3.0,2.0,2.0
166_5576,166.0,5576.0,5820.0,17.5522,17.0634,5.0,38.0,11.82,-70.0,42.0,45.68,2.11643,0.472494,124.0,123.0,1.53061,1.27778,-5.24719,156.787,238.327,3.0,1.0,8.0
272_2796,272.0,2796.0,3089.0,16.3559,14.8702,5.0,29.0,32.18,-69.0,35.0,34.75,0.995568,1.00445,123.0,125.0,1.01639,0.689189,0.370615,458.635,1754.26,3.0,0.0,1.0
247_10273,247.0,10273.0,13013.0,18.151,15.2857,5.0,31.0,27.1,-70.0,18.0,44.33,1.99065,0.5023479999999999,122.0,124.0,0.694444,1.81818,-12.1778,86.8567,1312.95,4.0,1.0,1.0
41_8372,41.0,8372.0,7868.0,17.3854,17.3507,5.0,45.0,15.83,-68.0,16.0,26.05,1.12076,0.892252,122.0,122.0,0.22,0.297872,-11.8151,157.392,168.215,1.0,2.0,1.0
515_7341,515.0,7341.0,7135.0,19.1681,18.6113,5.0,10.0,53.69,-67.0,57.0,31.73,2.08595,0.479398,109.0,114.0,1.31915,0.8387100000000001,-9.3539,36.2107,56.7518,2.0,1.0,2.0
624_2585,624.0,2585.0,2960.0,19.0581,18.8624,5.0,3.0,6.66,-67.0,14.0,28.41,3.29958,0.30306900000000003,119.0,116.0,4.17391,1.97436,-5.3025,47.3052,48.6069,3.0,2.0,6.0
708_3259,708.0,3259.0,2973.0,19.2123,19.0988,4.0,56.0,52.64,-67.0,10.0,40.75,1.77853,0.562262,118.0,114.0,0.204082,0.605634,-1.69825,29.9787,34.8536,1.0,1.0,1.0
321_4924,321.0,4924.0,4947.0,19.8208,19.3421,5.0,23.0,55.63,-68.0,13.0,45.83,6.9467300000000005,0.143953,122.0,120.0,0.768116,0.518987,0.192163,18.3312,27.2778,2.0,0.0,4.0
139_2161,139.0,2161.0,2156.0,19.4287,18.8871,5.0,42.0,0.96,-70.0,51.0,3.79,3.08441,0.324211,120.0,123.0,0.263158,0.28125,-2.50415,22.8865,38.0906,1.0,0.0,2.0
296_2079,296.0,2079.0,2268.0,15.2168,15.6432,5.0,27.0,22.32,-68.0,52.0,7.83,5.14518,0.194357,122.0,125.0,0.71831,0.736111,-5.48257,1262.46,855.0939999999998,1.0,3.0,3.0
223_7543,223.0,7543.0,7536.0,17.9546,15.2474,5.0,35.0,22.47,-71.0,3.0,2.51,777.778,0.00128571,124.0,124.0,2.1,1.33962,-15.4787,142.256,1334.58,4.0,2.0,5.0
111_1966,111.0,1966.0,1979.0,20.208,19.4713,5.0,44.0,31.93,-70.0,54.0,37.19,1.07611,0.929273,119.0,119.0,3.25,1.90244,-6.08164,18.1922,30.3553,3.0,2.0,2.0
355_9555,355.0,9555.0,10751.0,13.9002,14.2409,5.0,22.0,12.54,-69.0,31.0,6.09,39.4737,0.0253333,124.0,120.0,1.58333,0.558442,-4.77634,4693.32,3127.95,2.0,1.0,7.0
229_7526,229.0,7526.0,7652.0,16.7538,16.21,5.0,30.0,46.17,-66.0,50.0,14.88,5.69647,0.175547,124.0,124.0,3.42857,0.9375,-6.14786,403.925,515.67,2.0,2.0,2.0
66_2961,66.0,2961.0,2716.0,19.4695,18.5357,5.0,42.0,58.49,-67.0,36.0,1.09,1.57331,0.635603,122.0,122.0,1.65217,1.39216,-0.0364801,27.2017,62.0818,3.0,1.0,4.0
487_7695,487.0,7695.0,7564.0,19.6066,18.9051,5.0,12.0,50.79,-67.0,56.0,29.8,8.37316,0.119429,117.0,120.0,1.6590900000000002,3.28571,-2.9483,24.5611,49.5226,2.0,1.0,5.0
283_50,283.0,50.0,16.0,16.8659,16.291,5.0,27.0,32.38,-66.0,18.0,15.43,13.834,0.0722857,123.0,123.0,2.61765,0.757143,-4.56428,345.309,479.924,2.0,2.0,5.0
530_7860,530.0,7860.0,7504.0,16.9116,15.9931,5.0,9.0,21.18,-70.0,49.0,23.36,9.89862,0.101024,118.0,119.0,2.93333,1.38,-12.5967,342.1430000000001,649.135,2.0,3.0,3.0
569_3740,569.0,3740.0,3653.0,18.7209,18.3751,5.0,6.0,32.48,-67.0,26.0,59.14,1.06273,0.940973,117.0,120.0,2.25,1.26415,-2.06758,55.2526,71.7437,3.0,1.0,2.0
13_3850,13.0,3850.0,4150.0,18.1002,17.133,5.0,47.0,11.78,-68.0,10.0,5.55,2.09877,0.47647,92.0,80.0,1.19048,0.428571,0.109818,93.3866,216.435,2.0,1.0,2.0
583_641,583.0,641.0,686.0,19.9515,19.1146,5.0,5.0,46.24,-70.0,6.0,18.44,2.38139,0.419923,115.0,119.0,2.96552,1.47917,-4.76205,22.226,38.9775,3.0,1.0,4.0
519_11121,519.0,11121.0,12079.0,19.045,18.0815,5.0,9.0,18.01,-68.0,42.0,42.17,2.10497,0.475066,117.0,120.0,2.77419,0.4814810000000001,-0.601754,44.2644,89.2187,3.0,1.0,4.0
669_65,669.0,65.0,104.0,19.668,19.0999,4.0,58.0,44.38,-70.0,30.0,10.87,2.75811,0.362567,119.0,113.0,1.76744,1.51111,-2.90878,23.4038,38.1639,3.0,1.0,5.0
92_2833,92.0,2833.0,2737.0,18.4237,19.0654,5.0,40.0,37.7,-67.0,11.0,43.05,0.92451,1.08165,122.0,96.0,1.34615,1.46154,-0.258247,68.684,40.3356,3.0,1.0,3.0
115_3599,115.0,3599.0,3947.0,17.1133,16.1148,5.0,37.0,34.59,-66.0,17.0,1.98,13.4745,0.0742143,122.0,113.0,1.71111,2.22857,-2.48921,238.975,600.4259999999998,2.0,1.0,6.0
258_3789,258.0,3789.0,3940.0,19.1921,18.9144,5.0,28.0,20.33,-66.0,53.0,9.88,3.13295,0.319188,123.0,116.0,0.921875,1.36735,-4.7633,33.5099,44.4592,3.0,1.0,9.0
747_6927,747.0,6927.0,7007.0,16.5737,16.5929,4.0,52.0,50.48,-69.0,22.0,0.63,3.5188,0.284188,118.0,115.0,0.475,0.597222,-2.36877,350.8540000000001,356.095,1.0,1.0,3.0
265_7183,265.0,7183.0,7202.0,19.7253,18.9736,5.0,29.0,23.15,-68.0,20.0,15.46,1.18905,0.841008,123.0,125.0,1.46,1.77778,-3.65798,21.6226,43.4602,3.0,2.0,2.0
21_11251,21.0,11251.0,10593.0,19.7067,19.3293,5.0,48.0,28.11,-69.0,44.0,11.93,0.695752,1.43729,112.0,107.0,0.931034,0.6984130000000001,-1.256,20.6205,28.178,3.0,1.0,2.0
351_10521,351.0,10521.0,11106.0,19.0711,18.2313,5.0,22.0,7.01,-68.0,45.0,14.57,3.63136,0.275379,122.0,124.0,2.48571,1.58333,-4.48039,41.3684,83.5959,3.0,2.0,6.0
683_8879,683.0,8879.0,8543.0,16.9516,16.6787,4.0,58.0,23.68,-67.0,53.0,57.31,9.78105,0.102239,119.0,115.0,3.40741,1.67442,-5.9234800000000005,373.552,359.718,2.0,2.0,7.0
659_1844,659.0,1844.0,1801.0,18.0622,18.315,5.0,0.0,10.48,-68.0,33.0,56.9,2.7563,0.362805,119.0,114.0,0.166667,0.443038,-2.4470400000000003,85.9712,70.9439,1.0,1.0,2.0
385_7951,385.0,7951.0,8659.0,15.791,15.2031,5.0,20.0,54.94,-69.0,54.0,59.72,6.5268,0.15321400000000002,123.0,118.0,1.15789,0.815385,-5.5227900000000005,786.105,1289.61,3.0,1.0,10.0
272_5969,272.0,5969.0,6469.0,19.667,18.8414,5.0,30.0,32.78,-69.0,42.0,14.91,2.2066,0.453186,121.0,123.0,1.6304299999999998,0.8358209999999999,-3.00237,23.3429,44.5812,3.0,1.0,4.0
105_7493,105.0,7493.0,7986.0,19.3573,18.6042,5.0,43.0,29.38,-69.0,50.0,50.21,2.47586,0.4039,124.0,119.0,1.53061,1.24528,-2.32658,30.3518,58.2336,3.0,1.0,4.0
397_10411,397.0,10411.0,9610.0,18.5038,18.5976,5.0,18.0,1.31,-66.0,50.0,29.11,0.8531559999999999,1.17212,122.0,122.0,0.386364,0.340659,-12.0528,58.7464,52.5146,1.0,2.0,1.0
335_10750,335.0,10750.0,10487.0,16.6608,16.0029,5.0,24.0,33.17,-71.0,5.0,5.65,8.92853,0.112001,124.0,124.0,1.81818,0.69863,-0.315466,357.415,617.745,2.0,0.0,3.0
94_189,94.0,189.0,163.0,16.0014,15.7681,5.0,41.0,54.31,-67.0,34.0,56.07,29.6611,0.0337142,122.0,117.0,0.967742,0.103774,-1.1693,620.5740000000002,686.664,2.0,1.0,7.0
236_3663,236.0,3663.0,3586.0,19.3768,18.9905,5.0,30.0,41.94,-68.0,1.0,16.69,2.75883,0.362472,124.0,122.0,0.9375,1.14035,-2.14132,28.3669,41.0027,3.0,1.0,5.0
255_666,255.0,666.0,582.0,18.7908,18.8093,5.0,29.0,14.92,-66.0,19.0,15.78,1.11136,0.899798,123.0,115.0,1.5102,1.5,-6.44119,49.2461,50.3798,3.0,2.0,2.0
530_564,530.0,564.0,596.0,19.234,18.7082,5.0,9.0,56.02,-70.0,44.0,29.35,1.10969,0.901153,118.0,119.0,2.47059,1.05172,-6.66217,36.4334,52.9134,3.0,2.0,2.0
490_4849,490.0,4849.0,4861.0,18.6347,18.579,5.0,11.0,42.93,-68.0,27.0,2.53,2.77891,0.35985300000000003,118.0,120.0,0.735294,0.967213,-3.05431,54.6345,59.29,3.0,1.0,8.0
503_10104,503.0,10104.0,9418.0,19.0318,17.9793,5.0,10.0,29.89,-70.0,59.0,18.99,7.4401899999999985,0.134405,118.0,119.0,1.51064,2.83871,-0.444886,39.9294,108.966,2.0,1.0,5.0
679_9495,679.0,9495.0,8821.0,19.4023,19.2426,4.0,58.0,40.76,-67.0,9.0,1.52,0.882294,1.13341,118.0,115.0,1.22642,1.01754,-0.107057,28.3629,32.3934,3.0,1.0,3.0
96_9274,96.0,9274.0,8623.0,19.5428,18.9632,5.0,40.0,58.77,-68.0,4.0,1.46,1.89046,0.528972,122.0,115.0,1.25926,0.916667,-0.524408,24.3733,41.5829,2.0,0.0,1.0
306_12022,306.0,12022.0,12096.0,19.5577,18.6813,5.0,26.0,31.73,-70.0,50.0,46.97,2.59968,0.384663,122.0,124.0,1.4898,0.8507459999999999,-4.2549,25.0764,52.5811,3.0,2.0,5.0
492_10069,492.0,10069.0,10922.0,18.9437,18.8422,5.0,11.0,39.4,-68.0,56.0,50.54,1.75153,0.570929,117.0,117.0,2.07895,0.828125,-3.15808,46.22,45.4894,3.0,1.0,3.0
609_11174,609.0,11174.0,11576.0,19.3491,19.354,5.0,2.0,4.4,-69.0,48.0,28.06,1.77695,0.562762,120.0,120.0,1.4,2.07692,-2.52429,29.5361,32.0889,3.0,2.0,6.0
747_5437,747.0,5437.0,5439.0,19.7604,19.1677,4.0,51.0,28.33,-69.0,13.0,53.22,1.69923,0.5885020000000001,118.0,115.0,2.47059,1.21154,-3.99275,22.406,34.1783,3.0,2.0,4.0
359_10072,359.0,10072.0,10496.0,17.8025,15.3872,5.0,22.0,38.25,-70.0,18.0,27.56,222.222,0.0045,124.0,120.0,1.7555599999999998,1.72727,-1.15308,123.616,1175.4,2.0,0.0,5.0
35_6294,35.0,6294.0,5729.0,19.0026,18.7077,5.0,45.0,9.14,-67.0,4.0,56.82,1.75622,0.569405,122.0,121.0,1.39216,0.613333,-1.815,40.9577,50.6152,3.0,1.0,5.0
604_2778,604.0,2778.0,2986.0,18.8863,18.5364,5.0,3.0,51.97,-68.0,45.0,43.82,3.69526,0.270617,118.0,120.0,2.27778,0.518987,-2.9534700000000003,47.556,58.4525,3.0,2.0,6.0
251_6004,251.0,6004.0,6172.0,16.336,15.5591,5.0,33.0,28.27,-71.0,0.0,9.19,16.5943,0.0602617,123.0,122.0,4.34783,6.17647,-5.38017,622.387,1180.36,2.0,1.0,5.0
206_9364,206.0,9364.0,10973.0,19.7856,19.5066,5.0,32.0,11.78,-67.0,48.0,19.85,1.85875,0.537996,122.0,111.0,0.848485,0.913793,-0.367066,19.2032,25.3864,3.0,1.0,3.0
215_1429,215.0,1429.0,7690.0,14.5656,15.031,5.0,34.0,21.03,-69.0,26.0,31.31,3.15959,0.316497,123.0,124.0,0.268041,0.377778,-4.6263,2222.33,1486.19,1.0,1.0,4.0
527_1385,527.0,1385.0,1510.0,20.1966,19.4285,5.0,9.0,58.58,-70.0,8.0,12.77,1.5046,0.664628,106.0,114.0,1.03846,0.8387100000000001,-1.02416,14.1445,26.8588,3.0,1.0,5.0
688_4766,688.0,4766.0,4885.0,16.9708,16.0006,4.0,56.0,51.46,-68.0,41.0,41.94,18.792,0.053214099999999986,118.0,113.0,2.37143,1.17308,-2.33367,281.08,650.062,2.0,1.0,10.0
225_341,225.0,341.0,281.0,19.731,19.1266,5.0,31.0,6.65,-65.0,55.0,34.28,2.45359,0.407566,85.0,87.0,2.69565,1.02326,-5.77738,25.5719,35.7132,3.0,2.0,3.0
569_53,569.0,53.0,42.0,18.8922,18.3256,5.0,7.0,47.7,-67.0,26.0,16.49,6.48949,0.154095,118.0,117.0,0.053571400000000005,0.695652,-3.15488,36.1835,73.015,1.0,0.0,1.0
604_5500,604.0,5500.0,5854.0,15.1522,14.973,5.0,2.0,51.67,-68.0,47.0,4.97,65.1163,0.0153571,118.0,120.0,2.37143,0.875,-1.69885,1556.87,1614.63,2.0,1.0,6.0
572_4000,572.0,4000.0,3850.0,18.697,18.0851,5.0,5.0,57.83,-68.0,4.0,9.64,2.07461,0.482018,119.0,120.0,1.01695,0.8461540000000001,-2.14523,53.4268,90.8415,3.0,1.0,6.0
17_8879,17.0,8879.0,8904.0,19.9055,19.2734,5.0,47.0,41.35,-68.0,58.0,31.83,3.05791,0.327021,92.0,102.0,1.875,1.04,-3.12523,19.3043,31.6752,3.0,2.0,5.0
717_1241,717.0,1241.0,1252.0,16.7877,15.9846,4.0,55.0,45.67,-68.0,55.0,22.35,2.53122,0.395066,116.0,114.0,3.14286,1.85,-11.7988,394.629,667.322,2.0,2.0,1.0
682_6962,682.0,6962.0,6576.0,15.3597,15.3332,4.0,59.0,7.28,-67.0,43.0,30.67,81.712,0.0122381,118.0,115.0,2.6875,0.25,-1.60618,1258.82,1070.29,2.0,1.0,7.0
135_8702,135.0,8702.0,9050.0,16.8801,16.5685,5.0,41.0,13.75,-70.0,14.0,34.13,12.5824,0.07947610000000001,124.0,124.0,0.333333,0.158879,-10.4872,254.572,322.641,1.0,2.0,2.0
131_4825,131.0,4825.0,5472.0,18.4746,18.1024,5.0,39.0,20.72,-69.0,20.0,13.43,1.36822,0.730877,124.0,117.0,2.1,2.65625,-2.93356,68.1041,97.8579,3.0,1.0,3.0
241_8859,241.0,8859.0,9783.0,19.6435,19.1195,5.0,31.0,15.17,-69.0,6.0,29.83,1.40418,0.712159,96.0,84.0,2.2,1.21053,-1.20319,26.9289,36.4116,3.0,1.0,3.0
666_6956,666.0,6956.0,7183.0,19.6372,19.1638,4.0,58.0,52.03,-69.0,59.0,8.31,1.058,0.94518,119.0,113.0,2.96667,2.05405,-11.4095,29.1992,39.2297,3.0,2.0,2.0
628_3058,628.0,3058.0,2834.0,16.6547,15.7994,5.0,2.0,19.85,-67.0,57.0,29.45,11.3024,0.08847680000000001,117.0,119.0,2.0,1.975,-4.69729,412.349,831.689,2.0,2.0,4.0
261_4267,261.0,4267.0,4878.0,15.8507,15.8517,5.0,28.0,21.23,-67.0,28.0,5.4,5.99487,0.166809,123.0,125.0,0.757143,1.35849,-3.3048900000000003,719.934,732.4760000000001,3.0,0.0,6.0
268_6102,268.0,6102.0,6373.0,19.2774,18.7499,5.0,30.0,5.38,-68.0,56.0,38.83,1.53613,0.650987,123.0,124.0,2.72727,1.53061,-9.66499,39.1831,53.0287,3.0,2.0,3.0
518_9264,518.0,9264.0,9678.0,18.3765,15.6423,5.0,10.0,6.04,-68.0,30.0,45.28,172.83900000000003,0.00578573,118.0,120.0,0.84375,2.75,-0.794316,71.0818,925.817,4.0,0.0,3.0
153_3696,153.0,3696.0,3617.0,19.6533,19.1317,5.0,36.0,57.07,-68.0,11.0,25.4,2.83136,0.353187,123.0,122.0,3.39286,1.0,-1.79404,25.7578,35.0357,3.0,2.0,5.0
282_2966,282.0,2966.0,2476.0,19.1691,18.7075,5.0,26.0,18.93,-66.0,9.0,46.28,3.25913,0.30683,122.0,124.0,2.2973,1.21429,-11.8419,39.1856,53.0006,3.0,2.0,6.0
58_7770,58.0,7770.0,6840.0,17.9415,17.0122,5.0,41.0,33.42,-66.0,13.0,10.38,99.0566,0.010095200000000002,114.0,114.0,0.932203,0.932203,-2.70344,107.112,249.341,2.0,1.0,9.0
730_8680,730.0,8680.0,7180.0,19.1809,18.5508,4.0,55.0,41.17,-66.0,5.0,34.61,1.29774,0.77057,118.0,89.0,2.57576,1.54286,-2.42113,36.7138,62.847,3.0,2.0,2.0
637_695,637.0,695.0,752.0,16.9789,16.3173,5.0,1.0,35.76,-69.0,43.0,23.77,5.84552,0.171071,119.0,118.0,1.90244,0.966667,-5.3905699999999985,274.238,470.939,2.0,2.0,5.0
608_9697,608.0,9697.0,10170.0,19.0991,18.1153,5.0,2.0,50.92,-69.0,37.0,14.24,1.24168,0.8053600000000001,118.0,120.0,1.36,3.44444,-0.6073970000000001,37.3274,95.573,3.0,1.0,3.0
667_1457,667.0,1457.0,1460.0,20.129,18.7731,4.0,58.0,38.4,-70.0,7.0,1.18,103.704,0.00964283,109.0,113.0,0.453333,0.547945,-1.48324,13.1416,47.1686,2.0,0.0,6.0
165_4269,165.0,4269.0,4508.0,20.2212,19.3833,5.0,38.0,36.3,-70.0,30.0,38.61,1.07437,0.930778,115.0,114.0,2.19444,0.932203,-2.88064,15.5869,28.5011,3.0,0.0,2.0
513_3547,513.0,3547.0,3420.0,19.411,18.989,5.0,10.0,31.2,-67.0,31.0,26.42,1.77612,0.563025,118.0,120.0,0.787879,0.578947,-1.6657400000000002,26.8642,39.0426,3.0,2.0,5.0
80_9290,80.0,9290.0,9443.0,16.5086,15.8606,5.0,45.0,45.19,-70.0,24.0,29.17,12.3239,0.08114310000000001,123.0,122.0,1.61702,1.71111,-5.87344,420.224,756.685,2.0,1.0,7.0
362_4807,362.0,4807.0,4757.0,19.747,19.4651,5.0,22.0,20.63,-70.0,43.0,38.54,1.06724,0.936996,119.0,108.0,2.30556,0.636364,-2.88191,22.4292,25.0047,3.0,2.0,3.0
610_7432,610.0,7432.0,7661.0,19.6451,19.0234,5.0,3.0,16.98,-70.0,0.0,52.07,1.84349,0.542449,118.0,117.0,1.95,1.7209299999999998,-4.8556,24.2102,42.182,3.0,1.0,5.0
334_172,334.0,172.0,220.0,19.0982,18.7228,5.0,26.0,23.46,-70.0,45.0,33.29,3.71849,0.268926,123.0,125.0,1.27778,0.5625,-5.5093,37.7355,48.8102,3.0,2.0,10.0
293_4077,293.0,4077.0,4055.0,19.6988,19.1079,5.0,26.0,28.09,-68.0,17.0,47.57,2.09093,0.478256,123.0,123.0,1.12069,0.983871,-1.52601,20.9402,35.4172,3.0,0.0,5.0
544_11594,544.0,11594.0,11884.0,19.0602,16.3264,5.0,7.0,30.8,-68.0,7.0,58.74,306.569,0.00326191,117.0,120.0,1.34,0.428571,-12.9956,38.6286,438.717,4.0,2.0,3.0
490_254,490.0,254.0,232.0,19.6573,19.1364,5.0,13.0,22.56,-68.0,26.0,26.41,1.40484,0.711825,118.0,117.0,0.873016,0.56,-1.78195,21.752,33.2702,3.0,1.0,4.0
385_8958,385.0,8958.0,9770.0,19.1356,18.0935,5.0,20.0,30.39,-69.0,54.0,43.29,1.5899299999999998,0.628959,121.0,116.0,1.75,1.27451,-2.2754,39.3392,96.22,3.0,1.0,3.0
642_1255,642.0,1255.0,1231.0,19.6639,19.3079,5.0,0.0,28.11,-70.0,39.0,42.56,7.77055,0.128691,107.0,103.0,0.103093,0.303797,-2.86085,16.9551,26.1954,1.0,1.0,2.0
106_10262,106.0,10262.0,10682.0,19.4142,18.7006,5.0,42.0,42.59,-70.0,2.0,59.87,3.80955,0.262498,124.0,119.0,0.56962,1.05172,-1.51331,25.3148,52.8991,3.0,1.0,6.0
494_9600,494.0,9600.0,10552.0,19.2753,17.0146,5.0,11.0,31.42,-69.0,18.0,10.48,1.29514,0.772117,117.0,120.0,3.03448,1.26415,-1.48971,35.7508,252.706,3.0,1.0,2.0
546_4703,546.0,4703.0,4909.0,20.466,19.2493,5.0,7.0,34.25,-68.0,24.0,9.64,12.8283,0.0779527,106.0,113.0,2.78571,1.13208,-2.48274,13.8807,32.7041,2.0,0.0,7.0
38_8131,38.0,8131.0,7524.0,19.2832,18.2715,5.0,44.0,58.25,-67.0,41.0,46.56,7.68805,0.130072,122.0,122.0,3.69231,1.83721,-4.16483,37.3689,81.1834,2.0,1.0,7.0
551_10729,551.0,10729.0,13464.0,18.8145,17.7354,5.0,6.0,49.8,-69.0,30.0,54.3,4.03345,0.247927,118.0,120.0,1.95,1.18182,-1.6115700000000002,50.6969,130.905,3.0,1.0,7.0
98_4143,98.0,4143.0,4053.0,19.5031,18.9496,5.0,41.0,6.6,-68.0,24.0,37.57,1.17574,0.8505280000000001,122.0,115.0,1.90476,0.916667,-6.6316,27.4038,41.4121,3.0,2.0,2.0
592_5225,592.0,5225.0,4870.0,19.6815,19.204,5.0,4.0,40.35,-66.0,28.0,52.01,2.01703,0.495778,116.0,120.0,1.32,0.538462,-5.16737,22.1374,30.9428,3.0,2.0,3.0
