NOMREG	NOMDEP	DATEAPPELLATION	FERME	ANNREOUV	ANNEXE	NOM DU MUSEE	ADR	CP	VILLE	SITWEB	FERMETURE ANNUELLE	PERIODE OUVERTURE	JOURS NOCTURNES
CHAMPAGNE-ARDENNE	ARDENNES	01/02/2003	NON			Musée du Château-Fort	BP 10322	08200	SEDAN	www.chateau-fort-sedan.fr	25 décembre et 1er janvier	"Ouvert d'avril à septembre et vacances scolaires (zone B, Belgique, Pays-Bas) tous les jours de 10h à 12h et de 13h30 à 17h, d'octobre à mars (hors vacances scolaires) du mardi au dimanche de 10h à 12h et de 13h30 à 17h, en juillet-août tous les jours de "	de juin à septembre
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	OUI	Non prévue		Musée Municipal	Hôtel de ville Place Carnot - B.P. 110	10202	BAR-SUR-AUBE CEDEX				
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée Napoléon Ier	"34, Rue de l'Ecole Militaire"	10500	BRIENNE-LE-CHATEAU	www.musee-napoleon-brienne.fr	"1er mai, vacances de Noël"	"Ouvert du 1er novembre au 31 mars du mardi au vendredi de 10h à 12h30 et de 14h à 17h, week-end et jours fériés de 14h à 17h, du 1er avril au 31 octobre tous les jours de 10h à 12h30 et de 14h à 18h"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée de la Résistance	Rue Boursault	10250	MUSSY-SUR-SEINE	Site de l'OT		"Ouvert d'octobre à mars du mardi au vendredi de 9h à 13h et de 14h30 à 17h30, d'avril à mai du lundi au vendredi de 9h à 13h et de 14h à 18h et de juin à septembre du mardi au samedi de 9h à 13h et de 14h à 18h"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	OUI	9 avril 2011		Musée Paul Dubois - Alfred Boucher	Rue Gué de la Loge B.P. 40	10401	NOGENT-SUR-SEINE Cedex	www.musee-nogent-sur-seine.fr	Décembre et  janvier	Ouvert du mercredi au dimanche de 14h à 18h	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée des Beaux-Arts	"1, Rue Chrestien-de-Troyes"	10000	TROYES	www.musees-troyes.com	"1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre"	"Ouvert du mercredi au vendredi et lundi  de 10h à 13h et de 14h à 19h, le week-en de 11h à 19h de mai à septembre et de 10h à 12h et de 14h à 17 et le week-end de 11h à 18h d'octobre à avril"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée Historique de Troyes et de la Champagne	"4, Rue Vauluisant"	10000	TROYES		"1er janvier, 1er mai, 11 novembre et 25 décembre"	"Ouvert de mai à septembre le mercredi de 14h à 19h, du jeudi au vendredi de 11h à 13h et de 14h à 19h le week-end de 11h à 13h et de 14h à 19h, d'octobre à avril le mercredi de 14h à 17h et du jeudi au dmanchei de 10h à 12h et de 14h à 17h"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Pharmacie Musée de l'Hôtel-Dieu	Quai des Comtes-de-Champagne	10000	TROYES		"1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre"	Ouvert le mercredi au dimanche de 10h à 12h et de 14h à 17h en basse saison et en haute saison de 10h à 13h et de 14h à 19h	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Maison de l'Outil  et de la Pensée Ouvrière	"7, Rue de La Trinité"	10000	TROYES	www.maison-de-l-outil.com	"25 décembre,  1ère semaine de janvier, lundi de la Pentecôte"	Ouvert d'octobre à mars du mercredi au lundi de 10h à 18h et d'avril à septembre tous les jours de 10h à 18h	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée de la Bonneterie	"Conservation des Musées  2, rue Chrestien de Troyes"	10000	TROYES	www.ville-troyes.fr	"1er janvier, 1er mai, 11 novembre et 25 décembre"	"Ouvert de mai à septembre le mercredi de 14h à 19h, du jeudi au vendredi de 11h à 13h et de 14h à 19h le week-end de 11h à 13h et de 14h à 19h, d'octobre à avril le mercredi de 14h à 17h et du jeudi au dmanchei de 10h à 12h et de 14h à 17h"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Muséum d'Histoire Naturelle	"4, Rue Chrestiens de Troyes"	10000	TROYES	Site de la ville	"1er janvier, 1er mai, 11 novembre et 25 décembre"	"Ouvert du mercredi au vendredi et lundi  de 10h à 13h et de 14h à 19h, le week-en de 11h à 19h de mai à septembre et de 10h à 12h et de 14h à 17 et le week-end de 11h à 18h d'octobre à avril"	
CHAMPAGNE-ARDENNE	AUBE	01/02/2003	NON			Musée d'Art Moderne	"14, Place Saint-Pierre"	10000	TROYES	Site de la ville	"1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre"	"Ouvert de mai à septembre du mardi au vendredi de 10h à 13h et de 14h à 19h, samedi et dimanche de 11h à 19h et d'octobre à avril du mardi au vendredi de 10h à 12h et de 14h à 17h samedi et dimanche de 11h à 18h"	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	NON	Début 2005		Musée Municipal	Pôle Culturel - Médiathèque-musée de France Parc du Château	52400	BOURBONNE-LES-BAINS	www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_bourbonne.html	Semaine de Noël	"Ouvert  du mardi au vendredi de 14h à 18h, et le samedi de 10h à 16h"	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	NON			Musée des Beaux-Arts et d'Archéologie	Place du Palais	52000	CHAUMONT	http://www.ville-chaumont.fr	"1er janvier, 1er mai, 25 décembre"	Ouvert du mercredi au lundi de 14h à 18h de mi-septembre à mi-mai et de 14h30 à 18h30 du 14 mai au 18 septembre	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	OUI			Musée de l'Affiche - médiathèque	"7/9, Avenue Foch"	52000	CHAUMONT				
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	OUI	5 Octobre 2013		Maison des Lumière Denis Diderot (ex Musée du Breuil de Saint-Germain)	"1, Place Pierre Burelle"	52200	LANGRES	www.maisondeslumieres.org	"1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre"	Ouvert du mardi au dimanche d'avril à septembre de 9h à 12h et de 14h à 19h et d'octobre à dimanche de 9h à 12h et 14h et 17h	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	NON			Musée d'Art et d'Histoire	Place du Centenaire B.P. 183	52204	LANGRES Cedex	En cours de réalisation		Ouvert tous les jours de 9h30 à 12h et de 14h à 18h du mercredi au lundi	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	18/04/2002	NON			Musée de la Coutellerie	Place Charles de Gaulle B.P. 1	52800	NOGENT	www.villedenogent52.com	"Novembre à février, 1er mai"	Ouvert du 1er avril au 30 septembre tous les jours de 10h à 12h et de 14h à 18h et sur réservation en mars et octobre	
CHAMPAGNE-ARDENNE	HAUTE-MARNE	01/02/2003	OUI	Février 2013		Musée Municipal	"17, Rue de la Victoire"	52100	SAINT-DIZIER	Site de la mairie			
CHAMPAGNE-ARDENNE	MARNE	05/07/2012	NON			Musée du Cloître de Notre-Dame-en-Vaux	Rue Nicolas Durant	51000	CHALONS-EN-CHAMPAGNE		"1er janvier, 1er mai, 11 novembre, 25 décembre"	Ouvert du 1er avril au 30 septembre du mercredi au lundi de 10h à 12h et de 14h à 18h et du 1er octobre au 31 mars du lundi au vendredi de 10h à 12h et de 14h à 17h et du samedi au dimanche de 10h à 12h et de 14h à 18h	
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	NON			Musée Garinet	"13, rue Pasteur"	51000	CHALONS-EN-CHAMPAGNE		"1er janvier, 1er mai, 1er & 11 novembre, 25 décembre"	Ouvert du mercredi au lundi de 14h à 18h	
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	NON			Musée Municipal	Place Alexandre Godart	51000	CHALONS-EN-CHAMPAGNE		"1er janvier, 1er mai, 1er & 11 novembre, 25 décembre"	"Ouvert du lundi au vendredi de 14h à 18h, samedi de 10h à 12h et de 14h à 18h, dimanche de 10h à 12h et de 14h30 à 18h30"	
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	OUI	Non prévue		Musée Municipal d'Epernay	"13, Avenue de Champagne"	51200	EPERNAY				
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	OUI	Fermeture définitive		Ecomusée de la Montagne de Reims	Maison du Parc Chemin de Nanteuil	51160	POURCY	www.parc-montagnedereims.fr			
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	OUI	Fermeture définitive		Musée de l'Ancien Collège des Jésuites	"Direction de la Culture de la ville de Reims 1, place Museux"	51100	REIMS				
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	NON			Musée Hôtel le Vergeur	"36, Place du Forum"	51100	REIMS	www.museelevergeur.com	"1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre"	Ouvert du mardi au dimanche de 14h à 18h	
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	NON			Musée Saint-Rémi	"53, rue Simon"	51100	REIMS	Site de la ville	"1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre"	Ouvert du lundi au vendredi de 14h à 18h30  samedi et le dimanche de 14h à 19h	
CHAMPAGNE-ARDENNE	MARNE	06/01/2002	NON			Musée des Beaux-Arts de Saint-Denis	"8, Rue Chanzy"	51100	REIMS	site de la ville	"1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre"	"Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h, du 14 décembre 2012 au 26 mai 2013 le jeudi de 10h à 20h"	
CHAMPAGNE-ARDENNE	MARNE	01/02/2003	OUI	Non connue		Musée de l'Argonne Viard-Morel	Place Général Leclerc	51800	SAINTE-MENEHOULD				
CORSE	CORSE DU SUD	01/02/2003	NON	Juin 2010		Musée Fesch	"50-52, rue du Cardinal Fesch"	20000	AJACCIO	www.musee-fesch.com		"Ouvert le lundi, mercredi, samedi de 10h à 17h et le jeudi vendredi et dimanche du 3eme week end du mois de 12h à 17h du 1er octobre  au 30 avril, et le lundi mercredi, samedi de 10h30 à 18h et le jeudi, vendredi et dimanche de 12h00 à 18h du 1er mai au 3"	Jusqu'à 20h30 le vendredi en juillet-août
CORSE	CORSE DU SUD	06/01/2002	NON			Musée de la Maison Bonaparte	Rue Saint-Charles	20000	AJACCIO	www.musee-maisonbonaparte.fr - www.musees-nationaux-napoleoniens.org	25 janvier 1er janvier	"Ouvert du 1er octobre au 31 mars de 10h30 à 12h30 et de 13h15 à 16h30, du 1er avril au 30 septembre de 10h30 à 12h30 et de 13h15 à 18h"	
CORSE	CORSE DU SUD	01/02/2003	NON			Musée Napoléonien	Hotel de Ville Avenue Antoine Serafini	20000	AJACCIO	http://www.napoleon.org ou http://www.ajaccio.fr/		Ouvert du 15 juin au 15 septembre du lundi au vendredi de 9h à 11h45 et de 14h à 17h45 et du 16 septembre au 14 juin du lundi au vendredi de 9h à 11h45 et de 14h à  16h45	
CORSE	CORSE DU SUD	01/02/2003	NON	2008		Musée de l'Alta Rocca	Avenue Lieutenant Aviateur de Peretti Quartier Pratu	20170	LEVIE	http://www.levie-altarocca.com	"1er janvier, 1er mai, 14 juillet, 10 et 15 août, 25 décembre"	Ouvert du mardi au samedi d'octobre à mai de 10h à 17h et de juin à septembre tous les jours de 10h à 18h	
CORSE	CORSE DU SUD	01/02/2003	OUI	Non encore prévue		Musée de Préhistoire Corse	Boulevard Jacques Nicolai	20100	SARTENE				
CORSE	HAUTE-CORSE	01/02/2003	NON			Musée Départemental d'Archéologie d'Aléria	Fort de Matra	20270	ALERIA	www.cg2b.fr	"1er janvier, 1er mai, 1er et 11 novembre, 25 décembre"	Ouvert du 16 mai au 30 septembre de 9h à 12h et de 13h à 18h et du 1er octobre au 15 mai de 8h à 12h et de 13h à 17h	
CORSE	HAUTE-CORSE	01/02/2003	NON	25 juin 2010		Musée de Bastia	Mairie de Bastia Avenue Pierre Giudicelli	20410	BASTIA Cedex	www.musee-bastia.com		"Ouvert du 1er avril au 30 juin, et du 16 septembre au 31 octobre du mardi au dimanche de 10h à 18h et du 1er juillet au 15 septembre du mardi au dimanche de 10h à 19h30, du 1 er novembre au 31 mars du mardi au samedi de 9h à 12h et de 14h à 17h30"	
CORSE	HAUTE-CORSE	01/02/2003	NON	Juin 1997		Musée de la Corse	La Citadelle B.P. 73	20250	CORTE	www.musee-corse.com	"1er mai, 24 décembre, autres jours fériés, 31 décembre au 14 janvier inclus"	"Ouvert du 1er novembre au 31 mars de 10h à 17h du lundi au samedi, du 1er avril au 21 juin de 10h à 18h du mardi au dimanche, du 22 juin au 20 septembre de 10h à 20h tous les jours, du 22 septembre au 31 octobre de 10h à 18h du mardi au dimanche"	Du 22 juin au 21 septembre jusqu'à 20h (tous les jours)
CORSE	HAUTE-CORSE	05/07/2012	OUI	2018		Musée Archéologique de Mariana - Prince Rainier III de Monaco	Mairie de Lucciana	20290	LUCCIANA	"http://www.lucciana.fr/mariana,-site-historique-le-musee-archeologique-de-mariana-%20-%C2%AB-prince-rainier-iii-de-monaco-%C2%BB_202.html"			
CORSE	HAUTE-CORSE	01/02/2003	NON			Musée Départemental Pascal Paoli	Hameau de la Stretta 20261	20218	MOROSAGLIA	www.cg2b.fr	"1er janvier, 1er et 8 mai, 1er et 11 novembre et 25 janvier"	Ouvert du 16 mai au 30 septembre de 9h à 12h et de 13h à 18h et du 1er octobre au 15 mai de 8h à 12h et de 13h à 17h	
FRANCHE-COMTE	DOUBS	06/01/2002	NON			Musée des Beaux-Arts et d'Archéologie	"1, Place de la Révolution"	25000	BESANCON	www.musee-arts-besancon.org	"1er janvier, 1er mai, 1er novembre et 25 décembre"	"Ouvert le lundi, mercredi au vendredi de 9h30 à 12h et de 14h à 18h, samedi dimanche de 9h30 à 18h"	Les jeudis de 18h à 20h en période d'expositions temporaires
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Muséum de Besançon	La Citadelle Rue des Fusillés de la Résistance	25000	BESANCON	www.citadelle.com	"25 décembre, 1er janvier"	"Ouverture de la Citadelle du mercredi au lundi du 2 janvier au 29 mars de 10h à 17h, du 30 mars au 4 juillet tlj de 9h à 18h, du 5 juillet au 24 août tlj de 9h à 19h, du 25 août au 25 octobre tlj de 9h à 18h, du 26 octobre au 5 novembre tlj de 10h à 17h30"	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée de la résistance et de la Déportation	La Citadelle Rue des Fusillés	25000	BESANCON	www.citadelle.com	"1er janvier, 25 décembre"	"Ouvert de novembre à mars du mercredi au lundi de 10h à 16h45, d'avril à mai et de septembre à octobre tous les jours de 9h à 17h45 et en juillet août tous les jours de 9h à 18h45"	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée Comtois	LA CITADELLE Rue des Fusillés	25000	BESANCON	www.citadelle.com	"1er janvier, 25 décembre"	Ouvert de novembre à mars de 10h à 16h45 et d'avril à octobre de 9h à 17h45 (18 h 45 en juillet et août)	
FRANCHE-COMTE	DOUBS	01/02/2003	NON	21 Juin 2002		Musée du Temps	"96, Grande rue"	25000	BESANCON	www.besancon.fr/museedutemps	"1er janvier, 1er mai, 1er novembre, 25 décembre"	"Ouvert du mardi au samedi de 9h15 à 12h et de 14h à 18h , dimanche et jours fériés de 10h à 18h"	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée Beurnier-Rossel	"8, Place Saint-Martin B.P. 95287"	25200	MONTBELIARD	www.montbeliard.fr	"1er janvier, 1er mai, 1er novembre, 25 décembre"	Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée du Château des Ducs de Wurtemberg	B.P. 95287	25205	MONTBELIARD Cedex	www.montbeliard.fr	"1er janvier, 1er mai, 1er novembre, 25 décembre"	Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée de Plein Air des Maisons Comtoises	Rue du Musée	25360	NANCRAY	www.maisons-comtoises.org	musée fermé de mi-novembre à fin mars	"Ouvert de mars à avril de 13h30 à 18h30, les dimanche et jours fériés de 10h à 18h30, en mai-juin tlj de 10h à 18h30, en juillet-août jusqu'au 14 septembre tlj de 10h à 19h30, et du 15 septembre au 11 novembre de 13h30 à 18h30, les dimanches et jours féri"	
FRANCHE-COMTE	DOUBS	01/02/2003	NON	2 juillet 2011		Musée-Maison Natale Gustave Courbet	Place Robert Fernier	25290	ORNANS	http://www.musee-courbet.fr	"1er mai, 1er novembre, 25 décembre"	Ouvert du 1er octobre au 30 juin  du mercredi au lundi de 10h à 12h et de 14h à 18h et du 1er juillet au 30 septembre du mercredi au lundi de  10h à 18h	
FRANCHE-COMTE	DOUBS	01/02/2003	NON			Musée de Pontarlier	"2, Place d'Arçon"	25300	PONTARLIER	Site de la ville	"1er & 2 janvier, 1er mai, 1er novembre, 25 décembre"	"Ouvert le lundi et du mercredi au vendredi de 10h à 12h et de 14h à 18h samedi, dimanche et jours fériés de 14h à 18h"	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Musée Départemental Albert Demard	Château de Champlitte	70600	CHAMPLITTE	www.cg70.fr/decouvertes/musee	"1er mai, 1er novembre, 11 novembre, et congés scolaires de fin d'année"	Ouvert du 1er avril au 30 septembre de 9h30 à 12h et de 14h à 18h et  du 1er octobre au 31 mars de 14h à 17h	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Ecomusée du Pays de la Cerise	"206, Le Petit Fahyr"	70220	FOUGEROLLES	www.musees-des-techniques.org		"Ouvert du 15 février au 30 juin et du 1er septembre au 15 novembre du mercredi au dimanche de 14h à 18h, en juillet-août du lundi au samedi de 11h à 19h, le dimanche de 14h à 19h"	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Musée Baron Martin	"6, rue Pigalle"	70100	GRAY	www.ville-gray.fr	"24, 31 décembre"	"Ouvert du mercredi au lundi du 2 mai au 30 septembre de 10h à 12h et de 14h à 18h, le reste de l'année de 14h à 17h"	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Musée Départemental de la Montagne Albert Demard	Château-Lambert	70440	LE HAUT-DU-THEM	http://musees.cg70.fr	"1er mai, 1er et 11 novembre, matin des jours fériés"	"Ouvert du 1er octobre au 31 mars de 14h à 17h du mercredi au lundi, du 1er avril au 30 juin et en septembre de 9h30 à 12h et de 14h à 18h, lundi et du mercredi au vendredi, samedi et dimanche de 14h à 18h, en juillet-août ouvert du lundi au samedi de 9h30"	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Musée de la Tour des Echevins	"36, Rue Victor Genoux"	70300	LUXEUIL-LES-BAINS	www.luxeuil.fr	Novembre à avril	Ouvert de mai à octobre de 14h à 18h du mercredi au lundi	
FRANCHE-COMTE	HAUTE-SAONE	01/02/2003	NON			Musée Georges Garret	"1, Rue des Ursulines"	70000	VESOUL	Site des musées de la région		Ouvert du mercredi au lundi de 14h à 18h. Groupes sur réservation le matin	
FRANCHE-COMTE	JURA	01/02/2003	NON			Musée Sarret de Grozon	Grande Rue	39600	ARBOIS	Site des musées de la région		Ouvert du 1er juillet au 31 août de 15h à 18h30 du mercredi au lundi et du 1er au 16 septembre du jeudi au dimanche de 15h à 18h30	
FRANCHE-COMTE	JURA	01/02/2003	NON			Musée de la Vigne et du Vin	Château Pécauld B.P. 41	39600	ARBOIS	http://www.juramusees.com/musee-vigne-vin/musee-vigne-vin.htm	"Janvier hors vacances scolaires, 1er mai, 25 décembre"	"Ouvert de novembre à février de 14h à 18h du mercredi au lundi, de mars à octobre de 10h à 12h et de 14h à 18h du mercredi au lundi, tous les jours en juillet-aôut de 10h à 12h30 et de 14h à 18h. Visites guidées toute l'année pour les groupes."	
FRANCHE-COMTE	JURA	01/02/2003	NON			Musée Municipal d'Archéologie	"26, rue Baronne Delort"	39300	CHAMPAGNOLE	www.tourisme.champagnole.com	Jours fériés	Ouvert du mercredi au lundi en juillet et août de 14h à 18h + journées du patrimoine. Ouvert toute l'année pour les groupes sur réservation	
FRANCHE-COMTE	JURA	01/02/2003	NON			Musée des Beaux-Arts	"85, rue des Arènes"	39100	DOLE	Site de la ville ou site des musées de la région	"1er mai, 1er novembre, du 24 décembre au 1er janvier"	"Ouvert mardi, jeudi, vendredi et samedi de 10h à 12h et de 14h à 18h, le mercredi de 10h à 12h et de 14h à 20h, dimanche de 14h à 18h"	Mercredi jusqu'à 20h
FRANCHE-COMTE	JURA	01/02/2003	OUI	Pas encore ouvert		Musée d'Archéologie	"7, Rue des Cordeliers"	39000	LONS-LE-SAUNIER	Site de la ville		"Pas de salle d'expositions actuellement, mais maintien de conférences et animations toute l'année"	
FRANCHE-COMTE	JURA	01/02/2003	NON			Musée des Beaux-Arts	Place Philibert de Châlon	39000	LONS-LE-SAUNIER	Site des musées de la région	"1er janvier, 1er mai, 25 décembre"	"Ouvert du mardi au vendredi de 14h à 17h, samedi, dimanche et jours fériés de 14h à 17h"	
FRANCHE-COMTE	JURA	01/02/2003	NON	1er juillet 2012		Musée du Jouet	"5, Rue du Murgin"	39260	MOIRANS-EN-MONTAGNE	www.musee-du-jouet.fr et Site des musées de la région	"25 décembre, 1er janvier"	"Ouvert de septembre à juin lundi, mercredi au vendredi de 10h à 12h et de 14h à 18h30, samedi de 10h à 12h et de 14h30 à 18h30, dimanche de 14h30 à 18h30, et en juillet août tous les jours de 10h à 19h"	
FRANCHE-COMTE	JURA	26/05/2002	NON	2 mai 2003		Viséum-Musée de la Lunette	Place Jean Jaurès	39400	MOREZ	www.musee-lunette.fr ou www.musees-franchecomte.com	Jours fériés et du 1er au 25 décembre inclus	"Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h, juillet-août de 10h à 13h et de 14h à 18h"	
FRANCHE-COMTE	JURA	01/02/2003	OUI	Pas déterminée		Musée Municipal de Poligny	"Hôtel de Ville 49, Grande Rue"	39800	POLIGNY	www.musee-poligny.fr			
